,geography,count_race_total_population,percent_race_total_population_one_race_white,percent_hispanic_or_latino_by_race_total_population_hispanic_or_latino,percent_race_total_population_one_race_black_or_african_american,percent_race_total_population_one_race_asian,percent_race_total_population_one_race_native_hawaiian_and_other_pacific_islander,percent_race_total_population_one_race_american_indian_and_alaska_native,percent_race_total_population_one_race_some_other_race,percent_race_total_population_two_or_more_races,percent_total_races_tallied_1_total_races_tallied_black_or_african_american_alone_or_in_combination_with_one_or_more_other_races,percent_total_races_tallied_1_total_races_tallied_white_alone_or_in_combination_with_one_or_more_other_races,percent_housing_occupancy_total_housing_units_vacant_housing_units,percent_housing_tenure_occupied_housing_units_renter_occupied_housing_units,facility_binary,facility_counts,estimate_households_total,estimate_households_median_income_dollars,estimate_households_mean_income_dollars,estimate_percent_age_by_educational_attainment_population_25_years_and_over_bachelors_degree_or_higher,estimate_percent_age_by_educational_attainment_population_25_years_and_over_high_school_graduate_or_higher,estimate_percent_age_by_educational_attainment_population_25_years_and_over_graduate_or_professional_degree,estimate_percent_age_by_educational_attainment_population_25_years_and_over_less_than_9th_grade,estimate_percent_female_age_by_educational_attainment_population_25_years_and_over_bachelors_degree_or_higher,estimate_percent_female_age_by_educational_attainment_population_25_years_and_over_graduate_or_professional_degree,estimate_percent_female_age_by_educational_attainment_population_25_years_and_over_high_school_graduate_or_higher,estimate_percent_female_age_by_educational_attainment_population_25_years_and_over_less_than_9th_grade,estimate_percent_male_age_by_educational_attainment_population_25_years_and_over_bachelors_degree_or_higher,estimate_percent_male_age_by_educational_attainment_population_25_years_and_over_graduate_or_professional_degree,estimate_percent_male_age_by_educational_attainment_population_25_years_and_over_high_school_graduate_or_higher,estimate_percent_male_age_by_educational_attainment_population_25_years_and_over_less_than_9th_grade,estimate_female_median_earnings_in_the_past_12_months_in_2023_inflation_adjusted_dollars_population_25_years_and_over_with_earnings,estimate_male_median_earnings_in_the_past_12_months_in_2023_inflation_adjusted_dollars_population_25_years_and_over_with_earnings
477,06073017020,3986,73.9,11.2,0.9,9.4,0.2,0.2,2.4,13.1,2,86.6,4.2,10.5,FALSE,0,1519,175114,233985,65.2,96.3,30.7,2.9,55.8,25.5,94.4,5.6,75.8,36.6,98.3,0,96168,114130
478,06073017021,3182,77.5,8.7,1.1,8,0.1,0.5,1.7,11.2,2.4,88.3,3.3,7.1,FALSE,0,1086,201450,266605,57.8,87.3,29.5,5.3,56.3,27.8,82.9,5.8,59.2,31.2,91.8,4.9,70724,178646
479,06073017022,5665,62.6,12.2,2.9,16.1,0.2,0.2,3.3,14.7,4.2,76.8,1.9,26.8,TRUE,7,2182,129265,149584,60.8,97.3,23.3,1.6,63.3,22.2,100,0,58.4,24.4,94.8,3.1,60924,77875
480,06073017031,4003,58.1,15.6,2.5,20.5,0.4,0.2,3.3,14.8,4.4,71.7,2.6,31.4,FALSE,0,1271,151125,163915,63.3,98.9,25.7,1.1,62.4,26.3,99,1,64.3,25,98.7,1.3,71953,97875
481,06073017033,5608,45.2,10.3,1.8,36.3,0.4,0.4,2.1,13.8,4,57.8,1.3,18.6,FALSE,0,1883,170805,207492,71.1,97.4,34,0.6,66.3,31.9,97.3,1.2,76.2,36.2,97.5,0.1,59042,124783
482,06073017034,4893,54.3,15.7,2.9,21.9,0.2,0.5,5.8,14.3,4.9,67.5,1.8,43.5,FALSE,0,2031,117382,143843,50.6,97.1,22.8,1.4,59.6,23.6,95.1,2.3,41,21.9,99.2,0.4,61922,91250
483,06073017035,3319,45,15.1,6.4,28,0.2,0.2,6.5,13.8,7.5,57.8,1.7,72.6,FALSE,0,1262,129861,132858,59.5,92.5,20.5,3.4,56,17,92.4,3,63.7,24.8,92.6,3.8,49219,81875
484,06073017036,3352,46,12.7,3.8,32.5,0.8,0.3,3.5,13.1,5.6,57.6,1.4,32.5,FALSE,0,1069,129979,153438,63.8,98.3,33,1.7,59.1,25.8,97.4,2.6,68.3,39.8,99.2,0.8,65000,100426
485,06073017037,5876,47.8,11.8,2.2,33.5,0.3,0.4,4.1,11.7,3.5,58.6,1.9,34.9,FALSE,0,1848,125909,152312,55.5,95,23.8,2.3,59.9,27.4,95.6,3,51.6,20.5,94.5,1.6,60877,70294
486,06073017039,6915,47.4,11.8,2.5,34.5,0.4,0.3,3.4,11.6,3.6,58,2.2,33.2,FALSE,0,2631,123836,147996,61.2,97.7,22.5,0.6,60.2,26.9,96.6,1.3,62.2,18.1,98.9,0,74464,103167
487,06073017040,4277,57.7,18.8,1.4,17.9,0.4,0.8,6,15.9,2.5,72.5,2,14.6,FALSE,0,1499,150208,168059,62.3,95.2,26.9,1.2,61,26.7,92.4,1.9,63.8,27.3,98.4,0.5,58482,100726
488,06073017041,6111,59.4,20.8,1.9,14.4,0.4,0.6,8.1,15.3,3.7,73.8,2.8,30,FALSE,0,1881,141361,169823,52.5,95.3,18.8,2.7,51,19.3,96.3,2.9,53.8,18.3,94.3,2.4,64000,92122
489,06073017043,5891,40.2,11.1,2.9,40.7,0.2,0.3,4.1,11.6,4.7,50.5,2.5,34.4,FALSE,0,2144,192895,217418,70.9,96.7,35.7,2,69.6,33.7,96,4,72.2,37.7,97.3,0,90107,120529
490,06073017044,5638,44.7,7.3,1.6,41.5,0.2,0.2,2,9.8,2.7,54,1,21,FALSE,0,1880,197917,226289,75.9,99.8,38.9,0,72.5,32,100,0,79.5,46.1,99.5,0,73281,146667
491,06073017045,2703,49.5,8.7,1.8,34.5,0.1,0.3,2.1,11.7,2.7,60.6,0.8,9.3,FALSE,0,797,228250,250768,81.3,99.4,39.9,0.6,79.4,35.1,98.9,1.1,83.2,44.5,100,0,100250,158250
492,06073017046,3727,58.8,9.1,1.2,27.2,0.2,0.3,2.7,9.7,2.1,68,2.1,14.2,FALSE,0,1401,174526,227851,72.7,98.5,42.1,0.5,70.1,44.2,97.5,0.8,75.3,40.1,99.6,0.1,74643,134219
493,06073017047,3996,69.3,8.8,1.1,15.7,0.3,0.3,2.2,11.1,2.1,80.1,1.7,11.9,FALSE,0,1523,180729,207050,74.5,98.2,31.7,1,71.6,29.6,98.4,0,77.3,33.7,98,2,68333,119167
494,06073017048,6627,46.2,30.7,2.5,17.9,0.4,0.9,16.6,15.4,4.2,60.4,3.6,52.7,FALSE,0,2155,98036,125706,42.1,89.5,16.6,6.8,35.7,8.7,91.2,5,48.4,24.2,87.9,8.5,39969,71044
495,06073017049,3033,58.8,24.1,2,13,0.1,0.4,10.1,15.7,3.4,73.6,1.4,28.4,TRUE,10,922,107917,117628,40.8,93.5,13.2,2.9,41.7,10.4,92.3,4.1,39.9,15.9,94.7,1.6,50156,67000
496,06073017050,3011,53.3,21.7,1.5,20.9,0,1.4,8.9,13.9,2.6,66.2,2.1,37.6,FALSE,0,1019,108424,150988,48.2,91.2,17.1,2,51.2,18,86.1,3.6,45,16.2,96.7,0.1,60293,71544
497,06073017051,4669,59.4,11,2.1,23.8,0.3,0.3,3.1,11,2.9,69.6,3.3,31.8,FALSE,0,2157,129468,147664,63.1,99.8,24.4,0,56.3,18.7,99.7,0,69.8,30,100,0,64559,93892
498,06073017052,5137,50.6,13.3,2.2,30.6,0.2,0.5,3.7,12.2,3.4,62.1,5.3,44.3,FALSE,0,2086,126588,154910,64.4,94.1,33.3,3.1,64.9,35,93.3,4.5,63.8,31.3,95,1.4,58487,121484
499,06073017053,3406,75.8,9.6,0.8,8.5,0.1,0.1,2.8,11.9,1.5,87.6,2.8,5.2,FALSE,0,1191,210104,239759,66.5,97.1,31.5,0.6,60.4,22.2,94.8,1,72.6,40.6,99.3,0.1,84444,143190
500,06073017054,5654,70.6,11.5,1.3,12.7,0.2,0.2,3.3,11.8,2.5,81.7,5.1,19.4,FALSE,0,1973,159044,183233,50.1,96.4,17.1,2.3,45.4,20.3,96.1,2.4,54.8,13.9,96.8,2.2,75478,91800
501,06073017055,5125,46.5,9.2,1.7,37.9,0.2,0.1,2.4,11.2,2.8,57,2.7,33.3,FALSE,0,1886,159434,187296,77.7,99,43.4,1,76.5,43.2,98.2,1.8,79,43.5,100,0,98000,113500
502,06073017056,4426,52.5,13.7,3.6,26.2,0.5,0.7,4.3,12.3,5.5,63.9,2.4,62,FALSE,0,1794,111167,142333,66.7,94.5,26.1,3.3,66.7,26.6,94,4.4,66.7,25.5,95,2.2,70290,82314
503,06073017057,3763,66.9,11.7,1.3,15.3,0.2,0.2,3.2,12.9,2.3,79.4,3.9,18.2,FALSE,0,1498,173750,187976,70.4,98.7,32.8,0.3,64.1,30.3,100,0,77,35.5,97.4,0.6,100673,119135
504,06073017058,4048,55.1,13.4,3.8,23.6,0.1,0.2,3.7,13.5,5.8,67.5,3.3,38.1,FALSE,0,1861,139076,146615,54.2,98,23.7,0.6,46.9,17.8,99,0,61.6,29.7,97,1.2,56967,107750
505,06073017059,3609,79.1,7.9,1,8.9,0.1,0.4,1.8,8.7,2,87.5,4.7,16.6,FALSE,0,1614,89516,110083,53.7,99.7,31,0.3,51.1,29.1,100,0,56.7,33.2,99.3,0.7,56750,56460
506,06073017060,2728,75,7.2,1.3,12.4,0.2,0.3,1.6,9.2,2.3,83.7,3.5,11.5,FALSE,0,1325,121205,194283,66.2,100,27.4,0,64,19.8,100,0,69.1,37.1,100,0,110337,62568
507,06073017061,3838,75.3,8.2,0.6,12.2,0.1,0.2,1.6,9.9,1.5,84.8,8.8,15.7,FALSE,0,1364,160126,261160,82.3,99.4,32.9,0,80.2,22.5,100,0,85,46.8,98.5,0,87188,205714
508,06073017062,5489,66.2,9.9,1.3,19,0.2,0.3,2.6,10.3,2.2,76.4,6,7.7,FALSE,0,1578,246078,318249,74,97.2,43.2,2.2,72.3,43.9,95.3,3.5,75.6,42.6,99,1,86128,149760
509,06073017063,4659,59.7,11.5,1.7,23.5,0.3,0.2,2.4,12.3,2.9,71.4,5.8,46.6,FALSE,0,1563,121015,157909,55.3,92.4,27.2,5.7,52.8,31.6,89.8,7.2,58.1,22.5,95.2,4.1,62679,80326
510,06073017064,7844,29.3,7,1.4,57.6,0.1,0.3,1.9,9.5,2.5,38,0.8,19.5,FALSE,0,2252,208167,257285,82.7,99,34.9,0.3,84.9,44.1,98.6,0.5,80.5,25.7,99.5,0,-,132682
511,06073017065,9344,49,9,1.6,35,0.1,0.2,3.2,10.9,2.9,59.3,2.5,25,FALSE,0,3101,192317,263222,77.2,98.4,31.7,1.2,76.4,27.2,99,0.4,78.2,37.4,97.6,2.4,105781,172500
512,06073017066,5989,59.1,9.7,1.8,24.3,0.1,0.3,2.8,11.7,2.7,70.2,6,20.6,FALSE,0,1772,197794,284247,69.1,95.3,32.7,2.3,66.1,31.2,95.1,4.3,72.6,34.5,95.5,0,107579,122917
513,06073017067,3213,50.5,9.6,1.7,34.3,0.2,0.2,2.5,10.6,2.4,60.8,0,15.8,FALSE,0,863,223977,238237,72.7,93.6,37.2,1.6,69.7,35.8,96.7,2.2,76.1,38.8,90.2,0.9,68375,161375
514,06073017068,4778,44.3,10.4,2.6,38.4,0.3,0.2,2.8,11.3,4.2,54.6,3.2,49.3,FALSE,0,1788,145313,191064,65.6,96.1,25.9,2.4,61.6,24,97,0.8,69.3,27.7,95.3,4,64914,119375
515,06073017069,2544,55,9.7,1.8,28.1,0,0.2,2.6,12.3,2.8,66.2,1,24.6,FALSE,0,801,186625,197200,82,99.4,30.1,0,80.8,28.9,99.5,0,83.3,31.3,99.3,0,79866,102466
516,06073017070,6376,40.3,8.6,1.4,44,0.2,0.1,2.4,11.6,2.7,50.9,1.7,36.1,FALSE,0,1565,195865,246494,69.3,96.6,40.4,0.4,67.9,35.1,96.1,0.8,70.9,46.5,97.3,0,86862,158750
517,06073017071,5073,44.3,13.4,2.6,35.8,0.5,0.7,3.9,12.2,4.3,55.5,0.8,45.2,FALSE,0,1791,194196,215446,71.8,96.2,28.2,1.5,69.2,25.3,97.2,1.5,74.7,31.5,95.1,1.4,75336,121827
518,06073017104,4014,78.2,14.1,0.3,3.9,0.1,0.7,5.2,11.7,1.6,89.5,2.3,24.1,FALSE,0,1400,136468,234571,58.4,95.4,20.7,0.3,58,17.8,98.7,0.5,59,24.5,90.9,0,45924,119375
519,06073017106,5100,82.7,8.3,0.7,5.2,0.3,0.2,2.5,8.4,1.5,90.6,13.9,10.9,FALSE,0,1564,242625,353552,74.3,98.7,32.6,0.4,67.4,22.6,99.1,0.3,82.8,44.6,98.3,0.4,72009,160500
520,06073017107,2858,78.2,9.2,0.9,7.2,0,0,2,11.8,2.1,89.2,1.9,12.6,FALSE,0,1046,199063,227117,80.3,96.5,26.6,1.1,72.4,26.4,99,1,88.5,26.8,94,1.2,51536,151552
521,06073017108,4717,78.7,11.5,0.7,4.4,0.1,0.3,3.9,11.9,1.7,90.2,2,16.6,FALSE,0,1627,165893,211849,67.8,96.8,31.6,0.7,67.1,31.5,95,1.4,68.6,31.7,98.8,0,81023,107619
522,06073017109,6845,76.2,10.3,0.9,8.1,0.1,0.1,2.8,11.8,1.7,87.7,2.9,24.1,FALSE,0,2104,237402,273360,72.9,95.6,29,1,70.6,24,92.1,1.4,75.4,34.6,99.4,0.6,40730,180682
523,06073017111,4415,81.7,8.3,1,6.3,0.1,0.2,2.6,8.2,1.6,89.8,9.5,7.7,FALSE,0,1672,195667,348366,65.3,99,32.1,0.8,59.5,25,99.7,0,70.4,38.3,98.5,1.5,85556,167439
524,06073017112,2602,75.7,11.7,0.8,8,0.1,0.2,2.4,12.7,1.5,87.9,4.6,8.1,FALSE,0,668,201667,289993,68.8,97.2,25.1,1.4,75.5,22.1,96.9,3.1,63.2,27.6,97.5,0,70682,135781
525,06073017113,5381,59.2,26.1,1.7,10.9,0.2,1,10.7,16.3,4,74.6,2,48.6,FALSE,0,1816,125595,197213,56.8,94.1,24.1,4.9,52.7,23.4,97.1,2.9,61.9,24.9,90.4,7.5,54928,97313
526,06073017201,1905,84.1,7.1,0.7,4.3,0.2,0.1,1.8,8.9,1.7,92.7,30.1,54.2,FALSE,0,1175,193348,271368,86.3,99.6,44.3,0,81.9,32.3,100,0,91.1,57,99.1,0,-,176349
527,06073017202,2035,85.6,6.7,0.4,3.5,0,0.2,1.2,9,2,94.1,18.3,30.1,FALSE,0,715,179018,262358,82,99.6,51.7,0,83.5,42,99.3,0,80.5,61.7,100,0,86563,142250
528,06073017303,3033,84.2,6.9,0.5,4.1,0.1,0.2,2.2,8.7,1.5,92.7,8.6,33.8,FALSE,0,1340,119558,243958,74.7,98.1,27,0,71.6,19.5,98.2,0,78.1,35.6,98,0,60754,94722
529,06073017305,3100,83.2,7.3,0.5,5.5,0.1,0.2,1.7,8.8,1.5,91.5,3.4,18,FALSE,0,1326,168889,224802,70,98.9,26.4,0.3,69.6,23.5,98.3,0,70.3,29.1,99.4,0.6,65139,71016
530,06073017306,2855,83.5,6.9,0.7,5.5,0,0.4,2,8,1.8,91.2,7.2,13,FALSE,0,1104,224514,282609,84.5,99.5,44.9,0,78.4,31.7,100,0,91.2,59,98.9,0,68807,141375
531,06073017307,2264,81.8,10.2,0.5,3.8,0,0.4,3.7,9.8,1.8,91.1,34.4,38.9,FALSE,0,1019,143417,198411,74.8,98.7,27,1.3,73.8,23,98.8,1.2,75.9,31.5,98.5,1.5,58472,94167
532,06073017308,3178,61.3,34.4,0.7,3.7,0.1,0.9,17.8,15.4,2,75.6,9.1,65.9,FALSE,0,1132,113239,158453,59.6,90.8,27.2,4,60.6,26.1,92.7,3.2,58.3,28.7,88.2,5.2,101167,74050
533,06073017403,4998,81.2,10.6,0.5,4.3,0,0.3,3.5,10.1,1,91.1,4.1,20.4,FALSE,0,1891,151518,179445,65,96.7,25.6,2.1,61.2,24.6,96.7,2,69.5,26.7,96.8,2.1,66250,139911
534,06073017405,3604,73,19.7,0.6,3.6,0.1,0.7,7.3,14.7,1.8,87.1,3.6,30.3,FALSE,0,1382,138403,167219,54.1,76,26.1,22.4,54.4,31.7,76.9,23.1,53.7,19.6,75,21.6,60729,-
535,06073017406,3135,81.8,9.3,0.3,4.5,0.3,0.4,2.8,10,0.9,91.4,8.6,29.6,FALSE,0,1173,161331,202269,67.7,97.5,28.8,1.2,64.9,28.4,97.1,1.4,70.1,29.2,97.7,1.1,85660,96458
536,06073017407,3080,84.9,7.6,0.3,3.2,0.1,0.3,2.6,8.6,1.1,93.2,10.8,41.8,FALSE,0,1299,192468,274577,73.4,99.6,36.3,0.4,70.8,40.1,99.2,0.8,76.2,32.1,100,0,68860,119464
537,06073017408,2684,76.2,14.9,0.4,4.2,0.6,0.3,6.7,11.7,2,87,11.1,58,FALSE,0,1133,119028,170789,75.6,96.7,27.1,1.9,72.5,19.1,97,0.7,79.3,36.6,96.4,3.3,61065,80671
538,06073017501,2755,82.2,11,0.8,2.8,0.2,0.5,2.4,11,1.6,92.6,13.4,50.5,FALSE,0,1318,145357,186946,71.6,98.7,23.8,0.9,74.5,27.7,98.6,1.4,69.2,20.6,98.8,0.5,53063,115303
539,06073017502,3674,65.6,30.3,0.7,4.6,0.2,2.2,12.7,14,1.7,79.2,5.2,53,FALSE,0,1328,118611,177611,56.8,93.3,23.9,3.8,53.6,27.3,94,3.5,60.5,19.9,92.4,4,53611,72097
540,06073017601,5511,82.8,9.1,0.5,4.4,0.1,0.4,2,9.8,1.1,92.4,6.2,31.8,FALSE,0,2118,171310,239925,70.8,97.3,34.4,0.9,70.1,29.7,98.5,0.7,71.6,39.8,95.9,1.1,71250,146250
541,06073017603,2498,74.7,18.8,0.4,3,0,0.9,8,13,1.6,87.5,7.2,29.3,FALSE,0,1093,182361,221666,73.4,97.6,29.7,0.7,70.9,28.5,98,0.5,75.7,30.7,97.1,0.9,62679,121324
542,06073017605,3692,74.3,22.7,0.8,7.8,0,0.5,5.3,11.2,1.8,85.1,12.3,41.9,FALSE,0,1301,135797,231077,70.8,94.4,35.4,5,64.7,34.3,90.4,8.4,78.2,36.6,99.1,0.9,71176,120179
543,06073017606,3988,66.9,25.6,0.6,5,0.4,1.5,12.4,13.2,1.5,79.5,5.9,50.7,FALSE,0,1654,97412,122743,67.3,97.4,19.5,0.3,66.2,21.3,96.5,0.7,68.4,17.6,98.4,0,73295,61838
544,06073017701,5379,76.2,16.8,0.5,2.6,0.1,0.8,6.9,13.1,1.3,88.8,13.4,53.3,FALSE,0,2378,124833,165620,60.9,93,29.9,5,70.5,36.4,94.9,5.1,52.8,24.4,91.5,4.9,45817,58488
545,06073017702,2923,80.5,12.8,0.3,3,0.2,0.4,4.8,10.7,0.9,90.8,13,51.3,FALSE,0,1338,144559,209343,62.1,97.4,21.1,2.6,61.7,22.4,96.3,3.7,62.5,20,98.3,1.7,65406,79063
546,06073017801,7000,72.7,17.4,1.9,4.8,0.2,0.8,6.5,13.2,3.5,85.3,5.9,41.4,FALSE,0,2855,115711,146018,58.5,96.3,26.1,0.4,59.9,22.4,96.6,0.1,57.2,29.7,96,0.6,55938,80662
547,06073017808,6166,77.2,8.4,0.6,8.6,0.1,0.3,1.4,11.8,2,88.6,4.4,14.1,FALSE,0,2288,158922,231480,72.8,99.8,28.4,0,67.1,22.9,99.5,0,78.4,33.9,100,0,81375,139034
548,06073017809,2324,81.5,12.8,0.5,2.6,0.1,0.5,3.3,11.4,1.4,92.2,4.1,25.2,FALSE,0,894,114500,176970,57.1,99.4,18.7,0.3,60.6,20.2,100,0,53.7,17.3,98.8,0.6,49013,86875
549,06073017810,5067,80.1,11.8,0.7,4.4,0.3,0.7,3.1,10.8,1.5,90.4,7.4,27.4,FALSE,0,2014,145188,180594,62.8,99.4,29,0,59.6,30.5,99,0,66.1,27.4,99.8,0,70985,114031
550,06073017811,6806,73.1,10.7,0.9,11.8,0.2,0.3,2.4,11.3,1.9,84,6.1,40.8,FALSE,0,2682,167287,182249,62.6,99,25.1,0.6,62.2,24.5,98.7,1.3,63,25.7,99.2,0,85852,115086
551,06073017813,4370,80.1,11.1,1.1,3.9,0.1,0.7,2.8,11.4,1.8,91.1,13.4,26.5,FALSE,0,1669,132299,194028,58.1,98.7,21.5,0.7,55.3,19.9,97.8,1,61,23.2,99.6,0.4,58709,107904
552,06073017901,3767,66.8,30.3,1.2,3.6,0.4,1.1,11.7,15.3,2.4,81.3,9.9,79.7,FALSE,0,1900,72901,96189,48.5,93.6,16.8,4.3,51.2,20.9,92.2,4.9,45.7,12.6,95.1,3.6,41188,62406
553,06073017902,2883,60,36.2,0.6,2.7,0.2,2,16.9,17.5,1.2,76.4,10.4,63.4,FALSE,0,1303,72863,98505,35.7,91.8,13.4,8.2,34.3,13.6,100,0,37.3,13.1,82.2,17.8,35366,-
554,06073018000,3089,79.9,12.2,0.7,3.3,0.3,0.9,3.7,11.3,1.7,90.6,23.4,75.9,FALSE,0,1798,96103,138777,63,97.8,21.9,2,57.1,23.3,99,0.6,69.1,20.5,96.6,3.4,61603,73610
555,06073018101,3474,67.7,27.3,1,2.4,0.7,1.3,12.9,13.9,2.4,81,5.3,31.5,FALSE,0,1315,116215,142357,40.4,92,17.6,2.1,45.6,23.7,90.5,3.2,36.4,12.8,93.2,1.2,39303,62279
556,06073018102,2544,74.1,18.8,1.7,2.2,0.7,1.2,5.7,14.3,2.7,88.1,15.7,68.7,FALSE,0,1240,87976,112678,47,97,13.3,2.7,49.2,17.8,94,6,45.2,9.7,99.5,0,66330,35938
557,06073018201,2942,52.6,43.2,1.9,2.7,0.5,2.3,26.2,13.7,3.5,65,9.4,74.2,FALSE,0,1226,75707,110077,40.2,83.3,17.2,13.9,56.5,24,88.9,11.1,23.4,10.2,77.4,16.8,48295,57266
558,06073018202,3122,47,52.6,2.2,1.5,0,1.8,34.5,12.9,3.5,58.9,9.3,78.2,FALSE,0,1175,82875,108567,31.9,83.2,8.1,9,24,5.6,78.6,12.5,40,10.7,87.7,5.5,35383,60363
559,06073018301,1008,76.9,12.2,1.9,3.2,0.2,0.1,4.2,13.6,3.4,89.9,59.4,58,FALSE,0,536,72230,118747,60.7,99.6,22.8,0,55.1,22.6,99.2,0,65.9,23,100,0,53750,46756
560,06073018302,1335,73.5,20.1,2.6,3.3,0.7,0.5,8.5,10.9,3.4,83.9,34,78.2,FALSE,0,680,67955,100374,45.4,95.6,13.3,2.3,49.7,10.7,89.1,6.3,42.9,14.8,99.5,0,37083,68864
561,06073018400,3561,57.3,30.4,2.9,7,0.9,1.4,16,14.4,5,70.5,16.1,76.4,FALSE,0,1622,80844,87769,42.4,90.5,19.1,6.5,32.7,19.4,83.5,11,51.8,18.7,97.2,2.1,49196,51250
562,06073018504,6797,68.4,21.8,2.2,4.4,0.9,0.8,9.1,14.2,4.2,81.7,4.2,39.3,TRUE,1,2418,82279,124903,34.2,84.9,10,4.6,39.3,11.2,85.1,7,29.2,8.9,84.6,2.2,36301,44977
563,06073018509,4974,37.3,57,5.7,3.4,1.1,1.8,34,16.6,7.3,52.7,3.8,69.9,FALSE,0,1834,61343,74431,23.5,71.3,6.5,18.9,22.7,7.9,72.3,19.2,24.3,5.2,70.4,18.6,27415,37786
564,06073018510,3419,41.1,48.5,4.7,6.6,1.1,1.6,27.4,17.5,6.3,57.8,3.8,45.1,FALSE,0,1050,56071,80322,29.5,81.1,9.4,7.7,31.2,9.1,80,4.8,27.4,9.7,82.5,10.9,32333,47313
565,06073018511,4959,45.8,43.2,4.2,4.9,1.4,1.8,22.3,19.6,6.3,64.2,3.6,59.1,FALSE,0,1873,75356,101073,33,87.9,7.6,9.2,33.6,9.3,94.6,4.9,32.5,6.2,81.9,13,44114,42338
566,06073018512,3647,70.2,20.1,4.5,5.4,0.7,0.6,7.9,10.7,5.9,80.3,7.5,39.1,FALSE,0,2006,54954,72807,26.8,92,12.3,1.6,26.6,13.6,92.9,0.6,27.1,9.7,90.3,3.7,36675,66806
567,06073018515,5064,68.3,20,4.2,6.9,0.7,0.9,6.7,12.4,5.4,80.1,4,45.4,FALSE,0,1860,116042,146779,54.2,96.5,19.1,2.5,61.3,18.1,95.7,3,45.7,20.4,97.5,2,63244,70757
568,06073018516,3940,51,38.6,3.2,6.7,1.9,1.2,18.2,17.8,5.4,67.3,3,37.3,FALSE,0,1257,107440,130798,35.1,86.3,11.7,7,32.5,12.1,81.6,9.7,37.3,11.3,90.2,4.8,39580,67619
569,06073018517,3996,60.1,30.1,3.7,5.8,0.6,1.2,12.9,15.7,5.6,74.4,6.2,52.8,FALSE,0,1797,90478,127088,32.5,89.7,10,4.1,28.7,9.6,87.9,5.8,35.7,10.3,91.2,2.6,52452,60750
570,06073018518,3132,31.6,63.8,2.5,4.9,1.8,2.4,35.9,20.9,3.9,50.9,2.8,39.4,FALSE,0,889,103317,123238,13.8,74.2,4.5,15.9,14,4,74.1,14.7,13.7,5.1,74.2,17.3,40047,43611
571,06073018519,5575,31.2,64.3,3.2,5.1,2,3.2,35.8,19.6,4.9,48.8,2.1,45.7,FALSE,0,1373,79851,102376,14.3,74.5,4.5,14.5,15.5,6.7,78,13.1,12.7,1.7,70,16.4,32105,53854
572,06073018520,5540,33.4,56.5,3.6,7.5,1.4,2.6,30,21.5,5.7,52.7,2.1,38.8,FALSE,0,1547,93087,106533,22.9,78.2,9.2,17.5,25.9,10.3,75.6,17.8,19.7,7.9,81.1,17.2,32481,46762
573,06073018521,4888,45.3,27,5.9,17.8,2.2,1,12.2,15.7,7.8,59.2,7.9,22.2,FALSE,0,1648,110156,144165,33.6,87.6,12.9,7.7,32.6,15.8,89.4,6.1,34.8,9.6,85.4,9.5,51574,60042
574,06073018522,5371,51.9,27.8,5.4,10.5,1.6,1.3,11.3,18,8.6,67.9,4.7,37,FALSE,0,1793,124119,146383,58.8,98.1,23.9,1.7,55.2,23.5,97,2.7,62.3,24.4,99.3,0.7,69311,84063
575,06073018523,5116,52.5,28.7,6.1,10.6,0.8,0.7,11.3,18,9.1,69.3,3.9,47.6,FALSE,0,1998,102065,130217,41.2,91.4,12.5,5.1,38.8,9.5,89.8,6.4,44,15.8,93.3,3.5,51316,67754
576,06073018524,3642,52.5,27.8,6.5,12,0.7,0.8,11.4,16.1,9.8,67.3,6.6,50.6,FALSE,0,1282,89779,140704,34.9,83.4,8,9.6,36.1,11.9,86.9,4.3,33.8,4.1,80,14.8,51250,46240
577,06073018525,4395,55.9,21.4,5.4,13.4,0.8,0.7,7.8,16,7,70.9,1.4,15.6,FALSE,0,1401,159688,165834,41.1,98.6,11,0.2,39.9,10.5,97.2,0.5,42.3,11.5,100,0,32454,118988
578,06073018601,4622,58,26.7,2.3,9.8,1.3,1.4,11.1,16.1,4.5,73,3.2,25.3,FALSE,0,1438,116842,140034,38.6,91,17.2,3.5,41.5,20.5,91.6,3.7,35.8,14,90.4,3.3,48000,81000
579,06073018608,3103,50.9,29,6.9,10.3,1.8,1.7,12.6,15.8,9.9,64.6,2.6,23.5,FALSE,0,1004,127315,140880,40,88.4,17.4,9.7,44.8,24.9,86.6,12.2,34.6,8.7,90.5,6.7,50451,63025
580,06073018609,6286,33.9,55.2,5.3,8.7,1.2,2,29.9,18.9,7.7,51.1,2,28.7,FALSE,0,1834,83807,97869,17.5,72.6,4.8,20.3,19.9,6.9,70.2,22.7,14.8,2.4,75.5,17.6,34607,45508
581,06073018612,4098,51.2,37,4.9,8.2,0.9,1.5,16.6,16.7,6.8,67,2.8,22.7,FALSE,0,1412,143333,155492,30.3,92.1,11.7,3.2,40.6,15.8,89.1,3.8,21.1,8,94.7,2.7,50815,76027
582,06073018613,4117,42.3,42.3,7.8,8.7,2.6,1.6,17.4,19.7,11.9,60.1,3.5,51.9,FALSE,0,1229,88450,99278,20.5,87.8,6.2,8.4,21.6,3.9,86.2,9,19.5,8.5,89.6,7.7,35221,56550
