GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
Geography,Geographic Area Name,Estimate!!Households!!Total,Margin of Error!!Households!!Total,"Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more",Estimate!!Households!!Median income (dollars),Margin of Error!!Households!!Median income (dollars),Estimate!!Households!!Mean income (dollars),Margin of Error!!Households!!Mean income (dollars),Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Families!!Total,Margin of Error!!Families!!Total,"Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more",Estimate!!Families!!Median income (dollars),Margin of Error!!Families!!Median income (dollars),Estimate!!Families!!Mean income (dollars),Margin of Error!!Families!!Mean income (dollars),Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Married-couple families!!Total,Margin of Error!!Married-couple families!!Total,"Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more",Estimate!!Married-couple families!!Median income (dollars),Margin of Error!!Married-couple families!!Median income (dollars),Estimate!!Married-couple families!!Mean income (dollars),Margin of Error!!Married-couple families!!Mean income (dollars),Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Nonfamily households!!Total,Margin of Error!!Nonfamily households!!Total,"Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more",Estimate!!Nonfamily households!!Median income (dollars),Margin of Error!!Nonfamily households!!Median income (dollars),Estimate!!Nonfamily households!!Mean income (dollars),Margin of Error!!Nonfamily households!!Mean income (dollars),Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months
1400000US06073000901,Census Tract 9.01; San Diego County; California,2031,217,4.5,5,1.6,2.5,2,2.3,3.4,2.6,12.5,7.2,10.9,6.1,11.9,5.7,26.6,7.3,16.9,7.8,9.7,4.9,106133,18715,112899,15182,39.8,(X),(X),(X),(X),(X),638,148,11,14.9,0,6.4,0,6.4,5.5,6,8.6,12.2,8.2,7.2,7.5,11.5,13,8.3,27.4,15.8,18.8,10.2,132024,55327,132878,35725,(X),(X),35.1,(X),(X),(X),511,146,13.7,18.2,0,8,0,8,2.9,4.8,10.8,14.9,10.2,9.1,0,8,14.9,10.4,26.8,17.6,20.7,13,135938,73608,N,N,(X),(X),(X),(X),(X),(X),1393,263,1.6,1.7,2.4,3.6,2.9,3.4,2.5,2.5,14.3,9.2,12.1,8.4,13.9,6.7,32.8,10.5,12.1,8.8,5.5,5.1,100402,19166,103185,13256,(X),(X),(X),(X),42,(X)
1400000US06073000902,Census Tract 9.02; San Diego County; California,1551,148,6,5.4,7.2,3.7,11.3,4.7,3.2,4.2,7.7,5.8,9.3,5.2,17.2,8.6,19.6,6.9,13.2,9,5.3,4.7,83678,12241,92169,17526,25.1,(X),(X),(X),(X),(X),520,153,0,7.8,7.5,7,9.2,8,4.8,8.4,2.1,3.4,7.1,7.7,14.4,14.6,26.7,14.7,21.3,16.6,6.7,7.8,121167,50744,112092,22224,(X),(X),21,(X),(X),(X),358,130,0,11.2,6.4,7.5,9.5,10.3,0,11.2,3.1,4.9,3.6,7.1,8.9,9.2,29.1,16.7,31,22.6,8.4,10,138152,30337,N,N,(X),(X),(X),(X),(X),(X),1031,154,9,7.9,7,4.7,12.4,6.1,4.8,6.4,10.6,8.3,8,5.4,18.6,10,16,7.6,9.1,7.2,4.6,5.8,70197,29938,81131,22379,(X),(X),(X),(X),27.2,(X)
1400000US06073001000,Census Tract 10; San Diego County; California,2603,237,2.5,2.8,4.1,3.7,2.8,2.3,1.5,1.8,9.9,5,17.2,6.9,24.4,7.3,17.1,5.7,9.3,6,11.1,4.9,86443,5129,104802,11973,21.9,(X),(X),(X),(X),(X),852,189,0,4.9,4.1,7.7,2.1,3.4,4.5,5.2,2.3,3.8,16.8,11.1,25.2,14.5,24.2,15,7,6.8,13.7,9.5,91250,26704,112906,20845,(X),(X),10.8,(X),(X),(X),581,164,0,7,0,7,0,7,2.8,4.6,3.4,5.7,13.3,10.7,30.3,19.6,21.7,15.9,10.3,9.4,18.2,13.3,102721,40038,N,N,(X),(X),(X),(X),(X),(X),1751,266,3.7,4.2,4.1,4.3,3.2,2.9,0,2.4,13.6,7,17.5,9.1,24,9,15.7,6.2,11.7,8.1,6.6,4.4,83580,9918,99113,14709,(X),(X),(X),(X),27.3,(X)
1400000US06073001100,Census Tract 11; San Diego County; California,1664,242,0.8,1.2,1.1,1.1,4.7,3.7,4.4,2.7,8.9,4.1,14.9,5.5,22.1,10.9,25.4,8,7.5,3.8,10.1,4.8,94007,2767,119597,25172,22.4,(X),(X),(X),(X),(X),521,122,0,7.8,0,7.8,2.9,4.5,8.3,7.6,5.4,8.1,16.3,13.2,14.8,8.8,25.1,12.6,10.6,7.3,16.7,9.2,114338,40026,170072,75605,(X),(X),28.8,(X),(X),(X),435,121,0,9.3,0,9.3,3.4,5.5,2.5,4.1,6.4,9.7,19.5,15.4,13.6,9.6,26.2,14,12.6,9.2,15.6,10.8,120871,60272,N,N,(X),(X),(X),(X),(X),(X),1143,234,1.2,1.8,1.7,1.6,5.6,5.1,2.7,2.3,10.5,5,14.3,6.9,25.4,15.3,25.5,10.4,6.1,4.4,7.1,4.5,93485,5280,96590,9414,(X),(X),(X),(X),19.4,(X)
1400000US06073001201,Census Tract 12.01; San Diego County; California,1363,303,6.8,5,6.3,3.8,1,2.3,2.1,3.9,5.9,4.4,34.6,11,6.7,5.8,13.6,7.5,21.7,17.6,1.3,2.3,68750,15710,90087,19004,30,(X),(X),(X),(X),(X),370,161,1.9,3.7,0,10.8,0,10.8,0.5,9.5,8.9,9.2,38.6,23.1,9.5,13.9,22.7,15.9,13,14.3,4.9,8,80000,41299,99622,23232,(X),(X),49.7,(X),(X),(X),294,140,2.4,4.7,0,13.4,0,13.4,0.7,12,0,13.4,34,26.8,11.9,17.2,28.6,19.2,16.3,18.3,6.1,10,103036,52100,N,N,(X),(X),(X),(X),(X),(X),993,333,8.7,6.9,8.7,5.4,1.3,3.2,2.6,4.2,4.8,5.4,33,14.1,5.6,6,10.3,8,25,22.7,0,4.2,66170,17229,86535,28554,(X),(X),(X),(X),22.7,(X)
1400000US06073001202,Census Tract 12.02; San Diego County; California,1720,249,3.4,2.3,3.7,3.2,2.7,2.1,7.2,7.8,8.9,5.1,11.9,6.5,10.2,6,37.7,11.7,5.2,2.9,9.3,4,102857,19094,103960,11744,28.1,(X),(X),(X),(X),(X),420,125,7.6,6.8,15,14.1,2.4,4.4,2.1,4,7.9,9.3,25,18.1,5.2,7.9,18.1,13,6.7,6.4,10,8.6,73019,17210,82877,14566,(X),(X),17.1,(X),(X),(X),157,59,11.5,13.7,0,23.4,0,23.4,5.7,10.6,0,23.4,11.5,12.2,0,23.4,33.8,23.5,17.8,14.6,19.7,19.9,121705,21616,N,N,(X),(X),(X),(X),(X),(X),1300,265,2,2,0,3.2,2.8,2.5,8.8,10.2,9.2,5.7,7.6,5.4,11.8,7.6,44,14.2,4.7,3.6,9.1,4.3,105397,13920,110771,14713,(X),(X),(X),(X),31.6,(X)
1400000US06073001301,Census Tract 13.01; San Diego County; California,1575,180,0.7,1.1,0,2.7,3.7,3.5,3.2,3.2,8.4,4.3,19.7,9,12.4,5.8,30.9,9.4,10.4,5.4,10.5,6.7,105903,23274,117015,16064,28.2,(X),(X),(X),(X),(X),325,151,0,12.2,0,12.2,3.4,5.9,8,11.1,11.7,12.8,3.1,5.6,6.8,8.6,37.5,24.9,17.8,20.6,11.7,11.4,107106,40004,120625,27971,(X),(X),44,(X),(X),(X),137,97,0,26.2,0,26.2,0,26.2,0,26.2,0,26.2,0,26.2,16.1,21.1,24.1,32.3,42.3,34.8,17.5,18.8,150938,6128,N,N,(X),(X),(X),(X),(X),(X),1250,198,0.9,1.3,0,3.3,3.8,4.1,2,2.4,8.6,6.1,23.1,10.4,13.9,6.6,29.9,9.5,7.7,4.6,10.2,7.5,96216,30480,115394,18487,(X),(X),(X),(X),23.3,(X)
1400000US06073001302,Census Tract 13.02; San Diego County; California,2060,228,1.1,1.4,0.8,1.1,4.2,3.6,5.8,4.1,10,7.6,22.6,8.9,16.8,7.2,17.1,6,6.1,3.9,15.6,9,83659,17693,102925,15077,32.7,(X),(X),(X),(X),(X),471,124,0,8.6,1.5,3.7,5.1,8.3,4.7,6,7.4,9.5,26.5,21.4,8.5,8.5,4,5.3,13.6,11.1,28.7,16.8,89141,67973,129449,26399,(X),(X),45,(X),(X),(X),314,131,0,12.6,0,12.6,0,12.6,4.8,6.7,0,12.6,20.7,21.8,5.1,8,6.1,7.8,20.4,16.8,43,24.8,178750,50960,N,N,(X),(X),(X),(X),(X),(X),1589,270,1.4,1.7,0.6,1,3.9,3.7,6.2,5,10.7,9.7,21.4,9.2,19.3,8.3,21,8,3.9,3.2,11.7,10.6,83018,17575,95063,15966,(X),(X),(X),(X),29,(X)
1400000US06073001400,Census Tract 14; San Diego County; California,1829,225,4.9,4.2,4.2,5.5,4.3,2.4,7.9,6.6,3.5,4,12,6,15.9,10,17.6,6.1,13,4.8,16.8,4.8,94156,17154,129642,19866,28.7,(X),(X),(X),(X),(X),622,115,1,1.7,0,6.6,2.4,3.4,7.9,7.7,1.1,2.1,9.5,6.1,12.9,9.7,20.7,10.7,9.5,6.8,35,13,139700,34596,183056,42113,(X),(X),34.9,(X),(X),(X),476,104,0,8.5,0,8.5,1.9,3,2.5,4.1,0,8.5,12.4,8.4,13,11.8,20,13.1,10.5,8.8,39.7,14.7,152813,54152,N,N,(X),(X),(X),(X),(X),(X),1207,223,7.5,6.3,6.4,8.3,5.2,3.4,7.4,8.7,5.3,6,13.8,8.5,17.5,14.3,17.6,7.5,14.1,6.6,5.3,3.8,87625,26999,98767,18425,(X),(X),(X),(X),25.5,(X)
1400000US06073001500,Census Tract 15; San Diego County; California,1979,167,0.7,0.9,0,2.1,4,3,2.2,1.9,13.9,5.4,9.3,4.1,14.9,5.5,20.7,5.2,17.6,6.9,16.7,6.5,110380,17505,133866,16155,33,(X),(X),(X),(X),(X),780,140,0.4,0.9,0,5.3,1.5,2.5,0,5.3,11.7,9.8,11.9,7.5,14.7,10.1,19.9,9.3,21.3,9.2,18.6,7.6,119259,28506,153758,31840,(X),(X),29.7,(X),(X),(X),555,124,0,7.4,0,7.4,2.2,3.5,0,7.4,13.7,12.7,4.9,4.8,14.2,11,16.6,9.7,27,12.3,21.4,9.3,147875,35155,N,N,(X),(X),(X),(X),(X),(X),1199,195,0.8,1.3,0,3.5,5.6,4.7,3.6,3.2,15.3,7.3,8.5,4.3,15,6.9,21.9,8.7,15.2,10.2,14.1,9,100767,13269,118974,18244,(X),(X),(X),(X),35.2,(X)
1400000US06073001600,Census Tract 16; San Diego County; California,2269,272,11.2,6,4.2,4.1,4.6,3.4,6.4,4.6,17.8,9,15.9,8,15.2,7.6,16.1,8.1,8.7,4.8,0,1.9,63003,13122,68236,8673,40.1,(X),(X),(X),(X),(X),858,240,6.9,10,6.9,8.9,0,4.8,9.6,10,19.7,17.6,13.5,12.7,23.3,16.3,17.9,14.9,2.2,3.6,0,4.8,63779,25008,66040,13200,(X),(X),55.6,(X),(X),(X),341,184,0,11.7,0,11.7,0,11.7,0,11.7,12.9,17.9,28.7,29.4,52.8,31.8,0,11.7,5.6,9.1,0,11.7,80963,21136,N,N,(X),(X),(X),(X),(X),(X),1411,256,13.9,8.9,6.7,6.8,7.4,5.5,4.5,4.3,14,8.3,18.6,8.7,8.3,6.3,15,9,11.6,6.9,0,3,56969,17406,66656,11753,(X),(X),(X),(X),30.6,(X)
1400000US06073001700,Census Tract 17; San Diego County; California,2425,373,4.8,4.4,3.8,5.5,6.4,6.9,2.8,2,8,6.1,10.9,6.3,21.7,6.2,25.6,10.8,7.6,4.4,8.5,4.9,90404,16680,103356,16283,32.2,(X),(X),(X),(X),(X),1006,264,8.3,12.2,0,4.1,1.3,2.1,3.8,3.3,9.5,10.4,7.4,9.1,32.1,11.6,23.6,10.7,4.9,5.1,9.2,7.4,97500,18182,102147,21074,(X),(X),42.1,(X),(X),(X),615,209,0,6.7,0,6.7,0,6.7,3.1,4.7,0,6.7,12,15,36.3,14.7,30.9,17.9,8,8.5,9.8,9.3,99829,7415,N,N,(X),(X),(X),(X),(X),(X),1419,393,8.2,7.7,0.7,1.1,9.9,11.2,2.1,2.7,6.9,7,13.4,8,14.3,8.6,29.2,16,7.3,6.6,7.9,7.5,84784,32208,102580,24720,(X),(X),(X),(X),18.3,(X)
1400000US06073001801,Census Tract 18.01; San Diego County; California,922,119,2.8,3.3,1.1,2,9.9,7.9,16.4,9.8,8.9,5.7,15.3,7.8,15.5,10.1,18.8,12.5,7.9,4.3,3.5,3.7,70682,15759,81271,12446,34.1,(X),(X),(X),(X),(X),260,76,0,15,0,15,8.5,12.3,10.8,10,0,15,28.1,20.5,20.4,15.5,13.8,10.2,16.2,12.1,2.3,3.9,83214,30379,94753,18049,(X),(X),58.5,(X),(X),(X),147,72,0,24.7,0,24.7,15,20.6,0,24.7,0,24.7,12.9,14.6,27.2,23.9,17,16.7,23.8,17.7,4.1,7,87330,61577,N,N,(X),(X),(X),(X),(X),(X),662,122,3.9,4.6,1.5,2.8,10.4,10.3,18.6,14,12.4,8,10.3,9.1,15.6,12.9,22.4,16.9,3.9,4.7,1.1,2.2,70364,50047,71004,15904,(X),(X),(X),(X),24.5,(X)
1400000US06073001802,Census Tract 18.02; San Diego County; California,1786,273,2,2,1.2,1.2,1.6,1.8,13.3,9.4,9.5,7.2,14.2,7.1,19.5,8.1,22.8,7.7,6.2,3.8,9.7,5,82013,10343,95204,9948,23,(X),(X),(X),(X),(X),516,144,1.9,3.4,0,7.9,3.9,5.1,14.1,15,5.6,8.5,0.6,1.9,12.6,10.4,18.2,13.5,15.7,11.4,27.3,12.8,119688,29390,132433,24801,(X),(X),24.4,(X),(X),(X),412,130,0,9.8,0,9.8,0,9.8,13.6,18.8,7,10.5,0.7,2.4,8.3,9.1,22.8,16.9,17.7,15.2,29.9,15.9,128529,64057,N,N,(X),(X),(X),(X),(X),(X),1270,286,2,2.5,1.7,1.7,1.7,2.2,11.9,10.9,11,7.8,19.8,9.7,22.4,11,24.7,9.4,2.3,2.8,2.5,3.5,80189,14543,79651,9389,(X),(X),(X),(X),22.4,(X)
1400000US06073001900,Census Tract 19; San Diego County; California,1553,174,2.6,2.2,3.5,3.7,3,1.9,7.1,5.8,5.5,3.5,6.6,6.1,11.8,4.3,13.7,5.8,19.8,6.2,26.5,7.2,131619,24834,146264,18190,32.9,(X),(X),(X),(X),(X),803,113,0.9,1.4,4.5,6.1,2,2.3,12.1,10.2,5,4.3,3,3.2,12.1,7.2,13.6,5.3,26.4,10.3,20.5,9,132250,46139,136931,22788,(X),(X),37.1,(X),(X),(X),637,84,1.1,1.7,5.7,7.6,2.5,2.9,7.8,7.6,3.8,3.7,3.8,4,7.7,5.6,9.7,6,33.3,12,24.6,10.5,163750,14762,N,N,(X),(X),(X),(X),(X),(X),750,168,4.4,4.2,2.5,4,4.1,3.7,1.9,3.3,8.1,7.3,10.4,12.2,11.6,6.1,11.5,9.8,14,8.6,31.5,11.4,131047,46190,153717,28126,(X),(X),(X),(X),28.4,(X)
1400000US06073002001,Census Tract 20.01; San Diego County; California,1516,101,2.4,2.8,0.5,0.8,2,1.6,3.6,2.3,3.2,2.2,6.5,3.6,6.9,3.8,14.1,4.2,16.6,5.5,44.3,8,188306,21061,210699,19099,26.6,(X),(X),(X),(X),(X),998,112,0,4.2,0,4.2,0.8,1.2,1.6,2.1,1.7,2,3.7,4,5.5,3.4,11.3,4.6,19,7.5,56.3,9.4,240227,72429,250890,21973,(X),(X),29,(X),(X),(X),869,89,0,4.8,0,4.8,0.9,1.4,1.8,2.4,2,2.2,4.3,4.6,4.9,3.3,10.8,5.1,20,8.6,55.2,9.3,241989,59459,N,N,(X),(X),(X),(X),(X),(X),518,88,7.1,7.8,1.5,2.3,4.2,3.9,7.3,5.3,6,3.9,12.5,7.5,9.1,8.6,19.3,7.8,14.9,7.7,18,8.5,105577,43800,129302,25692,(X),(X),(X),(X),22,(X)
1400000US06073002002,Census Tract 20.02; San Diego County; California,1139,138,1,1.5,0,3.7,5.3,5.6,0.9,1.5,4.8,2.9,7.5,5.2,8.3,5.1,13.3,7.7,19.4,10,39.6,8.6,166605,18864,192037,24944,23,(X),(X),(X),(X),(X),664,140,0,6.2,0,6.2,4.4,4.5,0,6.2,3.8,2.2,5.3,6.1,3.5,4.1,19.9,11.8,12.3,6.8,50.9,12.7,205938,57948,212447,28851,(X),(X),10.7,(X),(X),(X),560,136,0,7.3,0,7.3,1.6,2.5,0,7.3,2.9,2.5,6.3,7.2,2,2.9,23.6,13.7,14.6,7.4,49.1,13.8,198214,59789,N,N,(X),(X),(X),(X),(X),(X),475,109,2.3,3.6,0,8.6,10.7,12.5,2.1,3.5,2.1,3.5,10.5,8.4,14.9,10.8,17.3,15,16.2,11.5,23.8,12.1,107464,50011,156023,40679,(X),(X),(X),(X),27.2,(X)
1400000US06073002100,Census Tract 21; San Diego County; California,2670,342,0,1.6,0.9,1.4,3.6,3.9,7,4.5,10.6,5.6,24.5,8.1,10.3,6.8,19.4,5.8,16.1,11.1,7.5,4.5,76648,16950,114034,17911,34.9,(X),(X),(X),(X),(X),1312,365,1.7,3,0,3.2,4.2,6.3,9.6,7.7,9.3,6.1,11.1,7.2,4.7,5.3,18.7,9.5,27.4,19.3,13.3,8.9,126469,38305,145319,29840,(X),(X),35.2,(X),(X),(X),906,353,0,4.6,0,4.6,6.1,9.5,8.7,9.3,3.1,6.4,15.1,11,2.1,3.6,10.7,8.9,35,25.3,19.2,13.3,156338,69849,N,N,(X),(X),(X),(X),(X),(X),1358,243,0,3.1,1.8,2.7,3.1,3.9,4.6,4.3,15.5,8.1,35.9,12,18.6,11.8,13.6,6.9,5.2,4.1,1.8,2.9,71956,2312,78757,7733,(X),(X),(X),(X),34.6,(X)
1400000US06073002201,Census Tract 22.01; San Diego County; California,1425,467,3.9,3.1,8.4,7.7,28.1,23,5.5,5.3,10.4,7.7,12.8,7.1,14.2,9.1,11.6,7.9,1.6,1.9,3.6,4.6,40647,27369,61000,18145,50.7,(X),(X),(X),(X),(X),602,175,0,6.8,12.8,15.3,21.4,15.7,0,6.8,12.8,10.8,7.6,8,25.2,17.3,17.6,12.9,2.5,3.8,0,6.8,70385,56259,63503,13585,(X),(X),45.8,(X),(X),(X),392,189,0,10.3,19.6,22.6,14.5,17.7,0,10.3,1.3,2.4,4.8,9.1,36.5,25.2,19.4,18.6,3.8,6.1,0,10.3,86357,33672,N,N,(X),(X),(X),(X),(X),(X),823,450,6.8,6.7,5.1,5.5,36.9,36.2,9.5,10.7,8.1,9,17.7,12.7,1.3,2.5,7.2,8.4,1,1.7,6.3,8.1,-,**,56511,26435,(X),(X),(X),(X),54.3,(X)
